"一時避難所","名称","住所","経度","緯度","分類"
"南中野区民活動センター、3382-1456、弥生町5-5-2","東京大学教育学部附属中等教育学校","南台1-15-1","139.673114402072","35.6856369691029","水害時避難所"
"南中野区民活動センター、3382-1456、弥生町5-5-2","みなみの小学校","弥生町4-27-11","139.669817342731","35.6873894247093","水害時避難所"
"南中野区民活動センター、3382-1456、弥生町5-5-2","南台小学校","南台4-4-1","139.668333459264","35.6818522540611","水害時避難所"
"南中野区民活動センター、3382-1456、弥生町5-5-2","南部すこやか福祉センター等","弥生町5-11-26","139.668221682861","35.6882029171878","水害時避難所"
"弥生区民活動センター、3372-4000、弥生町1-58-14","中野第一小学校","本町3-16-1","139.677496179711","35.696004993806","水害時避難所"
"弥生区民活動センター、3372-4000、弥生町1-58-14","東京大学教育学部附属中等教育学校","南台1-15-1","139.673114402072","35.6856369691029","水害時避難所"
"東部区民活動センター、3363-0751、中央2-18-21","宝仙学園","中央2-28-3","139.68069777223","35.6991431820896","水害時避難所"
"東部区民活動センター、3363-0751、中央2-18-21","中野中学校跡施設","中野1-57-12","139.672223900631","35.7036498810193","水害時避難所"
"鍋横区民活動センター、3383-2731、本町5-47-13","中野本郷小学校","本町4-27-3","139.670061379504","35.6949856060753","水害時避難所"
"鍋横区民活動センター、3383-2731、本町5-47-13","新渡戸文化学園","本町6-38-1","139.661719233501","35.6965204417961","水害時避難所"
"桃園区民活動センター、3382-5151、中央4-57-1","中部すこやか福祉センター","中央3-19-1","139.674126917416","35.7001311610702","水害時避難所"
"桃園区民活動センター、3382-5151、中央4-57-1","桃花小学校","中央5-43-1","139.665585911787","35.7006560948343","水害時避難所"
"桃園区民活動センター、3382-5151、中央4-57-1","中野中学校跡施設","中野1-57-12","139.672223900631","35.7036498810193","水害時避難所"
"桃園区民活動センター、3382-5151、中央4-57-1","中野中学校","中野4-12-3","139.66146824331","35.7095275486838","水害時避難所"
"昭和区民活動センター、3368-8181、中野6-16-20","明治大学付属中野中学校・高等学校","東中野3-3-4","139.679711513838","35.7067459308196","水害時避難所"
"昭和区民活動センター、3368-8181、中野6-16-20","桃園第二小学校","中野6-13-1","139.675825263505","35.707530801787","水害時避難所"
"昭和区民活動センター、3368-8181、中野6-16-20","大妻中野中学校・高等学校","上高田2-3-7","139.671471043392","35.7097894052362","水害時避難所"
"東中野区民活動センター、3364-6677、東中野5-27-5","明治大学付属中野中学校・高等学校","東中野3-3-4","139.679711513838","35.7067459308196","水害時避難所"
"東中野区民活動センター、3364-6677、東中野5-27-5","桃園第二小学校","中野6-13-1","139.675825263505","35.707530801787","水害時避難所"
"東中野区民活動センター、3364-6677、東中野5-27-5","大妻中野中学校・高等学校","上高田2-3-7","139.671471043392","35.7097894052362","水害時避難所"
"上高田区民活動センター、3389-1311、上高田2-11-1","大妻中野中学校・高等学校","上高田2-3-7","139.671471043392","35.7097894052362","水害時避難所"
"上高田区民活動センター、3389-1311、上高田2-11-1","第五中学校","上高田4-28-1","139.678030343864","35.715261654049","水害時避難所"
"上高田区民活動センター、3389-1311、上高田2-11-1","旧上高田小学校","上高田5-35-3","139.674510148291","35.7169328143205","水害時避難所"
"新井区民活動センター、3389-1411、新井3-11-4","中野中学校","中野4-12-3","139.66146824331","35.7095275486838","水害時避難所"
"新井区民活動センター、3389-1411、新井3-11-4","旧上高田小学校","上高田5-35-3","139.674510148291","35.7169328143205","水害時避難所"
"江古田区民活動センター、3954-6811、江原町2-3-15","旧上高田小学校","上高田5-35-3","139.674510148291","35.7169328143205","水害時避難所"
"江古田区民活動センター、3954-6811、江原町2-3-15","江原小学校","江原町1-39-1","139.673440271171","35.7294415564692","水害時避難所"
"江古田区民活動センター、3954-6811、江原町2-3-15","第七中学校","江古田2-9-11","139.66824971796","35.7247380224418","水害時避難所"
"江古田区民活動センター、3954-6811、江原町2-3-15","江古田小学校","江古田2-13-28","139.66674239557","35.7261240851936","水害時避難所"
"沼袋区民活動センター、3389-4571、沼袋2-40-18","第七中学校","江古田2-9-11","139.66824971796","35.7247380224418","水害時避難所"
"沼袋区民活動センター、3389-4571、沼袋2-40-18","緑野中学校","丸山1-1-19","139.657113453889","35.7239784830908","水害時避難所"
"野方区民活動センター、3330-4121、野方5-3-1","中野中学校","中野4-12-3","139.66146824331","35.7095275486838","水害時避難所"
"野方区民活動センター、3330-4121、野方5-3-1","緑野小学校","丸山1-17-1","139.657409752381","35.725272795672","水害時避難所"
"野方区民活動センター、3330-4121、野方5-3-1","北原小学校","野方6-30-6","139.651669575065","35.7208721513497","水害時避難所"
"野方区民活動センター、3330-4121、野方5-3-1","啓明小学校","大和町1-18-1","139.652449580169","35.7132957546788","水害時避難所"
"大和区民活動センター、3339-6141、大和町2-44-6","啓明小学校","大和町1-18-1","139.652449580169","35.7132957546788","水害時避難所"
"鷺宮区民活動センター、3330-4111、鷺宮3-22-5","旧西中野小学校","白鷺3-9-2","139.631171959911","35.7207852605276","水害時避難所"
"鷺宮区民活動センター、3330-4111、鷺宮3-22-5","鷺宮スポーツコミュニティプラザ","白鷺3-1-13","139.636449401065","35.7224760657073","水害時避難所"
"鷺宮区民活動センター、3330-4111、鷺宮3-22-5","旧鷺宮小学校","鷺宮3-31-4","139.639513204756","35.7247907653502","水害時避難所"
"鷺宮区民活動センター、3330-4111、鷺宮3-22-5","北中野中学校","上鷺宮5-7-1","139.628247763155","35.7280473587783","水害時避難所"
"上鷺宮区民活動センター、3970-9131、上鷺宮3-7-6","上鷺宮小学校","上鷺宮1-24-36","139.635533939545","35.7314013820339","水害時避難所"
"上鷺宮区民活動センター、3970-9131、上鷺宮3-7-6","武蔵台小学校","上鷺宮5-1-1","139.629592535831","35.7279674619266","水害時避難所"
"東部区民活動センター、3363-0751、中央2-18-21","中野東中学校等複合施設","中央1-41-4","139.68374663599","35.6986492304215","水害時避難所"
"鷺宮区民活動センター、3330-4111、鷺宮3-22-5","鷺の杜小学校","鷺宮4-7-3","139.635898262211","35.724024583244","水害時避難所"
