"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2000120101,"赤坂",,93,44,137,9999,,9999,9999,13,,5,"NNW",92,50,9999
2000120102,"赤坂",,74,40,114,13,,18,183,12,,9,"NE",95,48,201
2000120103,"赤坂",,83,42,125,11,,15,187,3,,19,"NNE",90,49,202
2000120104,"赤坂",,41,33,74,17,,19,187,14,,36,"NE",80,60,206
2000120105,"赤坂",,36,27,63,22,,9,183,11,,10,"NNW",83,61,192
2000120106,"赤坂",,49,34,83,17,,11,185,16,,15,"N",80,63,196
2000120107,"赤坂",,99,44,143,12,,19,187,49,,17,"NNW",78,66,206
2000120108,"赤坂",,82,47,129,10,,23,188,23,,10,"N",72,76,211
2000120109,"赤坂",,138,50,188,11,,32,189,66,,11,"NW",67,86,221
2000120110,"赤坂",,173,54,227,12,,46,190,35,,11,"NW",70,75,236
2000120111,"赤坂",,178,53,231,13,,44,188,45,,8,"NNW",84,66,232
2000120112,"赤坂",,155,55,210,12,,65,189,52,,11,"WNW",92,57,254
2000120113,"赤坂",,78,52,130,11,,44,187,15,,8,"E",101,52,231
2000120114,"赤坂",,62,53,115,12,,41,188,17,,11,"ESE",102,52,229
2000120115,"赤坂",,56,51,107,13,,35,188,21,,8,"SW",98,53,223
2000120116,"赤坂",,98,58,156,10,,50,188,61,,7,"SSE",99,54,238
2000120117,"赤坂",,126,62,188,10,,58,190,53,,17,"NNE",99,57,248
2000120118,"赤坂",,148,60,208,10,,72,191,41,,9,"ENE",96,54,263
2000120119,"赤坂",,68,52,120,7,,48,189,43,,7,"ENE",90,58,237
2000120120,"赤坂",,83,51,134,8,,33,188,42,,20,"NE",89,61,221
2000120121,"赤坂",,92,50,142,7,,41,187,19,,11,"NE",90,65,228
2000120122,"赤坂",,101,49,150,8,,37,190,49,,14,"NE",90,64,227
2000120123,"赤坂",,126,49,175,8,,36,188,22,,14,"NNE",87,64,224
2000120124,"赤坂",,223,49,272,13,,54,190,21,,10,"NNW",73,70,244
2000120201,"赤坂",,221,48,269,9999,,9999,9999,29,,15,"N",66,71,9999
2000120202,"赤坂",,155,46,201,11,,45,188,63,,16,"N",60,72,233
2000120203,"赤坂",,131,45,176,9,,43,190,60,,14,"N",56,74,233
2000120204,"赤坂",,196,47,243,14,,68,194,44,,12,"NNE",57,76,262
2000120205,"赤坂",,233,47,280,16,,73,198,47,,10,"NW",48,85,271
2000120206,"赤坂",,301,50,351,20,,116,204,70,,11,"NW",42,90,320
2000120207,"赤坂",,310,55,365,21,,107,202,68,,9,"NW",45,88,309
2000120208,"赤坂",,311,63,374,21,,99,202,119,,12,"NNW",52,81,301
2000120209,"赤坂",,300,73,373,20,,105,203,104,,16,"NNE",69,70,308
2000120210,"赤坂",,159,60,219,12,,79,198,71,,17,"NNW",86,57,277
2000120211,"赤坂",,80,52,132,11,,68,194,61,,13,"NNE",98,48,262
2000120212,"赤坂",,57,49,106,14,,33,188,54,,19,"NNE",106,44,221
2000120213,"赤坂",,36,48,84,17,,31,188,58,,11,"ESE",112,41,219
2000120214,"赤坂",,17,46,63,17,,26,189,86,,9,"SE",105,42,215
2000120215,"赤坂",,21,53,74,12,,31,192,57,,14,"SE",106,45,223
2000120216,"赤坂",,15,44,59,13,,25,199,40,,13,"SSE",104,48,224
2000120217,"赤坂",,11,40,51,12,,23,187,21,,5,"SE",101,51,210
2000120218,"赤坂",,10,41,51,8,,22,187,45,,7,"SSE",98,54,209
2000120219,"赤坂",,17,49,66,4,,28,188,26,,7,"SSE",96,58,216
2000120220,"赤坂",,16,47,63,5,,28,190,45,,11,"SE",92,63,218
2000120221,"赤坂",,12,47,59,4,,24,194,25,,9,"SE",89,65,218
2000120222,"赤坂",,137,51,188,8,,51,218,22,,6,"SE",83,71,269
2000120223,"赤坂",,272,53,325,13,,68,235,12,,12,"W",80,72,303
2000120224,"赤坂",,345,63,408,18,,121,216,33,,5,"NNW",78,73,337
2000120301,"赤坂",,381,64,445,9999,,9999,9999,81,,9,"NNW",69,71,9999
2000120302,"赤坂",,231,56,287,15,,100,203,50,,16,"N",54,79,303
2000120303,"赤坂",,196,50,246,13,,81,200,82,,10,"N",49,82,281
2000120304,"赤坂",,188,48,236,13,,63,199,90,,11,"N",49,84,262
2000120305,"赤坂",,167,46,213,11,,69,201,75,,11,"NNW",55,81,270
2000120306,"赤坂",,95,40,135,7,,56,197,93,,12,"N",60,77,253
2000120307,"赤坂",,98,41,139,8,,59,200,72,,9,"N",69,77,259
2000120308,"赤坂",,116,41,157,9,,62,199,41,,10,"NNW",66,74,261
2000120309,"赤坂",,103,43,146,8,,59,195,67,,10,"N",80,70,254
2000120310,"赤坂",,117,46,163,9,,63,195,71,,13,"N",84,65,258
2000120311,"赤坂",,105,54,159,9,,66,197,86,,13,"NNW",92,61,263
2000120312,"赤坂",,77,63,140,10,,72,198,70,,8,"NW",115,52,270
2000120313,"赤坂",,37,56,93,13,,62,192,110,,7,"ESE",118,51,254
2000120314,"赤坂",,27,56,83,11,,43,191,82,,7,"N",131,52,234
2000120315,"赤坂",,76,64,140,7,,66,193,97,,12,"NNE",119,53,259
2000120316,"赤坂",,128,70,198,8,,91,197,113,,8,"NW",115,56,288
2000120317,"赤坂",,145,79,224,8,,86,199,223,,9,"NNW",114,58,285
2000120318,"赤坂",,143,78,221,8,,101,202,222,,15,"N",112,60,303
2000120319,"赤坂",,77,65,142,5,,83,195,171,,13,"NNW",102,60,278
2000120320,"赤坂",,68,59,127,5,,64,195,150,,19,"NNW",103,61,259
2000120321,"赤坂",,73,58,131,5,,57,194,142,,15,"N",108,59,251
2000120322,"赤坂",,62,56,118,5,,53,193,157,,19,"NNE",104,59,246
2000120323,"赤坂",,101,61,162,6,,70,193,168,,16,"N",104,62,263
2000120324,"赤坂",,77,57,134,5,,56,194,118,,26,"N",102,62,250
2000120401,"赤坂",,38,42,80,9999,,9999,9999,99,,25,"NNW",104,57,9999
2000120402,"赤坂",,51,36,87,13,,20,183,34,,17,"NNW",93,60,203
2000120403,"赤坂",,34,30,64,13,,18,187,24,,25,"NNE",84,63,205
2000120404,"赤坂",,24,28,52,12,,17,189,6,,22,"NE",80,63,206
2000120405,"赤坂",,23,26,49,17,,17,187,12,,31,"N",84,52,204
2000120406,"赤坂",,20,22,42,22,,8,184,9,,30,"N",82,50,192
2000120407,"赤坂",,41,40,81,10,,17,185,15,,24,"NNE",72,55,202
2000120408,"赤坂",,51,42,93,12,,20,185,18,,25,"N",80,52,205
2000120409,"赤坂",,60,41,101,17,,20,184,13,,39,"N",90,46,204
2000120410,"赤坂",,37,32,69,20,,18,183,21,,38,"N",92,44,201
2000120411,"赤坂",,43,35,78,18,,32,183,17,,30,"N",101,44,215
2000120412,"赤坂",,37,35,72,19,,29,185,29,,20,"NNE",108,42,214
2000120413,"赤坂",,30,32,62,21,,31,185,21,,18,"NNE",112,40,216
2000120414,"赤坂",,35,34,69,20,,23,185,23,,27,"NNE",118,35,208
2000120415,"赤坂",,41,32,73,21,,24,185,6,,16,"NNE",116,35,209
2000120416,"赤坂",,65,46,111,14,,39,185,26,,20,"NNW",113,36,224
2000120417,"赤坂",,110,52,162,12,,35,184,34,,11,"N",116,37,219
2000120418,"赤坂",,128,56,184,9,,66,187,36,,6,"N",111,37,253
