"選挙名称","届出番号","党派名","候補者名","21:30[人]","22:00[人]","22:26確定[人]"
"平成28年6月12日執行　港区長選挙",2,"無所属","たけい雅昭",10000,33000,33803
"平成28年6月12日執行　港区長選挙",1,"無所属","千葉一成",2000,6500,7406
"平成28年6月12日執行　港区長選挙",3,"無所属","梅原よしひこ",500,2000,2785

"平成28年6月12日執行 港区長選挙候補者別開票結果(確定)","Ver201606",,,,,
