"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2005120101,"芝浦",,6,15,21,19,,,,14,,,,,,
2005120102,"芝浦",,8,17,25,17,,,,7,,,,,,
2005120103,"芝浦",,6,19,25,14,,,,13,,,,,,
2005120104,"芝浦",,11,19,30,16,,,,11,,,,,,
2005120105,"芝浦",,8,16,24,18,,,,9,,,,,,
2005120106,"芝浦",,11,20,31,15,,,,9,,,,,,
2005120107,"芝浦",,12,20,32,15,,,,20,,,,,,
2005120108,"芝浦",,26,26,52,11,,,,11,,,,,,
2005120109,"芝浦",,30,25,55,13,,,,18,,,,,,
2005120110,"芝浦",,31,25,56,14,,,,6,,,,,,
2005120111,"芝浦",,48,31,79,11,,,,7,,,,,,
2005120112,"芝浦",,24,26,50,17,,,,14,,,,,,
2005120113,"芝浦",,118,49,167,6,,,,22,,,,,,
2005120114,"芝浦",,115,51,166,5,,,,34,,,,,,
2005120115,"芝浦",,140,56,196,4,,,,31,,,,,,
2005120116,"芝浦",,115,55,170,3,,,,48,,,,,,
2005120117,"芝浦",,115,55,170,2,,,,32,,,,,,
2005120118,"芝浦",,51,48,99,3,,,,26,,,,,,
2005120119,"芝浦",,34,46,80,3,,,,20,,,,,,
2005120120,"芝浦",,83,48,131,3,,,,32,,,,,,
2005120121,"芝浦",,67,44,111,3,,,,39,,,,,,
2005120122,"芝浦",,84,45,129,3,,,,35,,,,,,
2005120123,"芝浦",,110,48,158,3,,,,35,,,,,,
2005120124,"芝浦",,61,44,105,3,,,,37,,,,,,
2005120201,"芝浦",,131,47,178,3,,,,44,,,,,,
2005120202,"芝浦",,114,42,156,3,,,,48,,,,,,
2005120203,"芝浦",,75,38,113,3,,,,54,,,,,,
2005120204,"芝浦",,51,33,84,3,,,,37,,,,,,
2005120205,"芝浦",,50,32,82,3,,,,40,,,,,,
2005120206,"芝浦",,72,33,105,3,,,,32,,,,,,
2005120207,"芝浦",,53,34,87,2,,,,32,,,,,,
2005120208,"芝浦",,59,34,93,3,,,,34,,,,,,
2005120209,"芝浦",,61,37,98,4,,,,31,,,,,,
2005120210,"芝浦",,171,54,225,3,,,,34,,,,,,
2005120211,"芝浦",,237,65,302,3,,,,43,,,,,,
2005120212,"芝浦",,256,74,330,3,,,,58,,,,,,
2005120213,"芝浦",,248,76,324,3,,,,79,,,,,,
2005120214,"芝浦",,189,71,260,3,,,,68,,,,,,
2005120215,"芝浦",,216,77,293,3,,,,71,,,,,,
2005120216,"芝浦",,80,56,136,7,,,,40,,,,,,
2005120217,"芝浦",,40,56,96,3,,,,47,,,,,,
2005120218,"芝浦",,42,53,95,3,,,,51,,,,,,
2005120219,"芝浦",,63,56,119,3,,,,63,,,,,,
2005120220,"芝浦",,79,58,137,3,,,,88,,,,,,
2005120221,"芝浦",,90,56,146,3,,,,96,,,,,,
2005120222,"芝浦",,73,49,122,3,,,,67,,,,,,
2005120223,"芝浦",,43,40,83,3,,,,34,,,,,,
2005120224,"芝浦",,16,34,50,5,,,,23,,,,,,
2005120301,"芝浦",,5,22,27,14,,,,13,,,,,,
2005120302,"芝浦",,5,16,21,19,,,,10,,,,,,
2005120303,"芝浦",,5,15,20,19,,,,8,,,,,,
2005120304,"芝浦",,7,20,27,13,,,,13,,,,,,
2005120305,"芝浦",,7,18,25,15,,,,10,,,,,,
2005120306,"芝浦",,8,17,25,16,,,,10,,,,,,
2005120307,"芝浦",,12,23,35,10,,,,2,,,,,,
2005120308,"芝浦",,27,30,57,6,,,,6,,,,,,
2005120309,"芝浦",,22,24,46,12,,,,6,,,,,,
2005120310,"芝浦",,23,24,47,15,,,,6,,,,,,
2005120311,"芝浦",,20,24,44,16,,,,2,,,,,,
2005120312,"芝浦",,23,28,51,13,,,,15,,,,,,
2005120313,"芝浦",,31,30,61,14,,,,5,,,,,,
2005120314,"芝浦",,55,38,93,10,,,,11,,,,,,
2005120315,"芝浦",,69,41,110,7,,,,25,,,,,,
2005120316,"芝浦",,70,45,115,5,,,,24,,,,,,
2005120317,"芝浦",,46,44,90,3,,,,30,,,,,,
2005120318,"芝浦",,49,44,93,3,,,,24,,,,,,
2005120319,"芝浦",,47,45,92,2,,,,21,,,,,,
2005120320,"芝浦",,25,41,66,3,,,,29,,,,,,
2005120321,"芝浦",,14,37,51,5,,,,28,,,,,,
2005120322,"芝浦",,9,38,47,4,,,,22,,,,,,
2005120323,"芝浦",,21,40,61,3,,,,19,,,,,,
2005120324,"芝浦",,45,41,86,2,,,,28,,,,,,
2005120401,"芝浦",,93,44,137,2,,,,43,,,,,,
2005120402,"芝浦",,30,38,68,3,,,,25,,,,,,
2005120403,"芝浦",,18,37,55,4,,,,22,,,,,,
2005120404,"芝浦",,6,33,39,7,,,,26,,,,,,
2005120405,"芝浦",,4,30,34,9,,,,20,,,,,,
2005120406,"芝浦",,3,23,26,14,,,,14,,,,,,
2005120407,"芝浦",,2,19,21,19,,,,16,,,,,,
2005120408,"芝浦",,5,23,28,15,,,,18,,,,,,
2005120409,"芝浦",,10,27,37,11,,,,26,,,,,,
2005120410,"芝浦",,16,31,47,7,,,,27,,,,,,
2005120411,"芝浦",,42,35,77,5,,,,34,,,,,,
2005120412,"芝浦",,83,39,122,4,,,,30,,,,,,
2005120413,"芝浦",,10,22,32,19,,,,32,,,,,,
2005120414,"芝浦",,11,20,31,21,,,,33,,,,,,
2005120415,"芝浦",,20,30,50,13,,,,27,,,,,,
2005120416,"芝浦",,30,30,60,11,,,,29,,,,,,
2005120417,"芝浦",,34,37,71,4,,,,31,,,,,,
2005120418,"芝浦",,27,36,63,7,,,,26,,,,,,
2005120419,"芝浦",,21,36,57,6,,,,30,,,,,,
2005120420,"芝浦",,42,39,81,3,,,,33,,,,,,
2005120421,"芝浦",,28,37,65,3,,,,38,,,,,,
2005120422,"芝浦",,25,33,58,3,,,,54,,,,,,
2005120423,"芝浦",,25,29,54,3,,,,80,,,,,,
2005120424,"芝浦",,10,25,35,4,,,,75,,,,,,
2005120501,"芝浦",,9999,9999,9999,9995,,,,49,,,,,,
2005120502,"芝浦",,5,22,27,8,,,,36,,,,,,
2005120503,"芝浦",,8,25,33,5,,,,25,,,,,,
2005120504,"芝浦",,17,28,45,5,,,,32,,,,,,
2005120505,"芝浦",,15,29,44,4,,,,16,,,,,,
2005120506,"芝浦",,8,24,32,12,,,,10,,,,,,
2005120507,"芝浦",,10,28,38,9,,,,7,,,,,,
2005120508,"芝浦",,10,22,32,16,,,,7,,,,,,
2005120509,"芝浦",,26,28,54,13,,,,4,,,,,,
2005120510,"芝浦",,21,23,44,19,,,,9,,,,,,
2005120511,"芝浦",,14,18,32,25,,,,4,,,,,,
2005120512,"芝浦",,12,17,29,27,,,,7,,,,,,
2005120513,"芝浦",,9998,9998,9998,9998,,,,12,,,,,,
2005120514,"芝浦",,9998,9998,9998,23,,,,12,,,,,,
2005120515,"芝浦",,17,20,37,22,,,,6,,,,,,
2005120516,"芝浦",,87,41,128,10,,,,21,,,,,,
2005120517,"芝浦",,60,43,103,4,,,,19,,,,,,
2005120518,"芝浦",,83,46,129,3,,,,14,,,,,,
2005120519,"芝浦",,68,45,113,3,,,,20,,,,,,
2005120520,"芝浦",,59,44,103,3,,,,13,,,,,,
2005120521,"芝浦",,70,44,114,3,,,,28,,,,,,
2005120522,"芝浦",,54,42,96,3,,,,25,,,,,,
2005120523,"芝浦",,83,42,125,3,,,,27,,,,,,
2005120524,"芝浦",,54,38,92,3,,,,32,,,,,,
2005120601,"芝浦",,62,35,97,3,,,,24,,,,,,
2005120602,"芝浦",,52,33,85,3,,,,27,,,,,,
2005120603,"芝浦",,41,29,70,3,,,,37,,,,,,
2005120604,"芝浦",,43,30,73,3,,,,22,,,,,,
2005120605,"芝浦",,35,28,63,3,,,,26,,,,,,
2005120606,"芝浦",,32,26,58,3,,,,17,,,,,,
2005120607,"芝浦",,36,28,64,3,,,,14,,,,,,
2005120608,"芝浦",,44,30,74,4,,,,10,,,,,,
2005120609,"芝浦",,36,28,64,7,,,,21,,,,,,
2005120610,"芝浦",,41,28,69,8,,,,15,,,,,,
2005120611,"芝浦",,44,27,71,11,,,,10,,,,,,
2005120612,"芝浦",,28,24,52,14,,,,13,,,,,,
2005120613,"芝浦",,31,25,56,14,,,,24,,,,,,
2005120614,"芝浦",,27,25,52,15,,,,17,,,,,,
2005120615,"芝浦",,30,29,59,12,,,,20,,,,,,
2005120616,"芝浦",,26,30,56,11,,,,15,,,,,,
2005120617,"芝浦",,41,37,78,6,,,,20,,,,,,
2005120618,"芝浦",,28,31,59,8,,,,17,,,,,,
2005120619,"芝浦",,36,31,67,6,,,,23,,,,,,
2005120620,"芝浦",,25,32,57,5,,,,15,,,,,,
2005120621,"芝浦",,21,33,54,5,,,,19,,,,,,
2005120622,"芝浦",,23,35,58,4,,,,19,,,,,,
2005120623,"芝浦",,21,35,56,4,,,,15,,,,,,
2005120624,"芝浦",,24,34,58,3,,,,23,,,,,,
2005120701,"芝浦",,39,35,74,3,,,,26,,,,,,
2005120702,"芝浦",,32,33,65,3,,,,19,,,,,,
2005120703,"芝浦",,25,32,57,3,,,,22,,,,,,
2005120704,"芝浦",,32,32,64,3,,,,18,,,,,,
2005120705,"芝浦",,38,33,71,3,,,,17,,,,,,
2005120706,"芝浦",,34,33,67,3,,,,28,,,,,,
2005120707,"芝浦",,45,35,80,3,,,,20,,,,,,
2005120708,"芝浦",,42,35,77,4,,,,12,,,,,,
2005120709,"芝浦",,31,33,64,7,,,,11,,,,,,
2005120710,"芝浦",,33,32,65,9,,,,9,,,,,,
2005120711,"芝浦",,42,34,76,8,,,,13,,,,,,
2005120712,"芝浦",,38,34,72,11,,,,8,,,,,,
