のりば,系統番号,行先
(15),FL01,葛西駅前（土・休日のみ運行）
(15),亀21,東陽町駅前
(15),錦25,葛西駅前
(15),亀26,今井
(15),錦27,小岩駅前
(16),FL01,錦糸町駅前（土・休日のみ運行）
(16),亀21,亀戸駅前
(16),錦25,錦糸町駅前
(16),亀26,亀戸駅前
(16),錦27,両国駅前
