のりば,系統番号,行先
(1),錦11,築地駅前
(1),錦13甲,晴海埠頭
(1),錦13乙,深川車庫前
(2),東22,錦糸町駅前
(2),錦22,錦糸町駅前
(2),錦28,錦糸町駅前
(3),東22,東京駅丸の内北口（東陽町駅前経由）
(3),錦22,臨海車庫
(3),錦28,東大島駅前
