のりば,系統番号,行先
(1),草41,浅草寿町
(1),草63,浅草寿町
(1),草43,浅草雷門
(1),草43,浅草寿町（土・休日のみ運行）
(1),上46,上野松坂屋前
(2),草41,足立梅田町
(2),草43,足立区役所・千住車庫前
(3),上46,南千住駅東口・南千住車庫前
(3),草63,池袋駅東口
