のりば,系統番号,行先
(1),東42-1,南千住車庫前
(1),東42-1,南千住駅西口
(2),東42-1,東京駅八重洲口
(3),東22,錦糸町駅前（東陽町駅前経由）
(4),東22,東京駅丸の内北口
