のりば,系統番号,行先
(1),黒77,目黒駅前
(1),橋86,目黒駅前
(1),品97,品川駅高輪口
(2),黒77,千駄ヶ谷駅前
(2),品97,新宿駅西口
(3),橋86,新橋駅前・東京タワー
