のりば,系統番号,行先
(2),反96,六本木ヒルズ
(3),都06,渋谷駅前
(3),橋86,目黒駅前
(3),反94,五反田駅（高輪台駅前経由）
(3),反96,五反田駅（品川駅高輪口経由）
(4),都06,新橋駅前（大門駅前経由）
(4),橋86,東京タワー
(4),橋86,新橋駅前（神谷町駅前経由）
(4),反94,赤羽橋駅前
