定期券種類,発売場所
渋64・渋66　共通定期券,都営バス新宿支所・杉並支所、都営バス渋谷駅前定期券発売所、京王バス中野駅南口案内所
新小20　共通定期券,都営バス江東営業所・臨海支所、都営バス錦糸町駅前・船堀駅前定期券発売所、都営地下鉄大島駅・一之江駅定期券発売所、京成タウンバス小岩駅前定期券発売所
錦27・小74　共通定期券,都営バス江東営業所・臨海支所、都営バス錦糸町駅前・船堀駅前定期券発売所、都営地下鉄大島駅・一之江駅定期券発売所、京成タウンバス小岩駅前定期券発売所
王78・赤31　共通定期券,都営バス杉並支所・練馬支所、都営バス王子駅前定期券発売所、国際興業バス赤羽営業所・赤羽駅西口案内所
梅70・立37・立37-1・東大和37　共通定期券,都営バス青梅支所、都営バス大和操車所、【注】西武バスでは発売していません。
梅77・入市32・入市32-3　共通定期券,都営バス青梅支所、都営バス大和操車所、【注】西武バスでは発売していません。
梅74・梅76・飯41・飯41-1　共通定期券,都営バス青梅支所、都営バス大和操車所、【注】西武バスでは発売していません。
