のりば,系統番号,行先
(1),渋88,新橋駅前（神谷町駅前経由）
(1),反96,五反田駅（品川駅高輪口経由）
(2),都01（T01）,渋谷駅前（青山学院中等部経由）
(2),渋88,渋谷駅前（南青山五丁目経由）
(2),反96,六本木ヒルズ
(3),都01（T01）,新橋駅前（溜池経由）
