のりば,系統番号,行先
(5),東43,荒川土手
(5),東43,江北駅前
(5),茶51,駒込駅南口
(6),東43,東京駅丸の内北口
(6),茶51,御茶ノ水駅前
(6),茶51,秋葉原駅前
