のりば,系統番号,行先
(1),業10,とうきょうスカイツリー駅前
(1),門33,亀戸駅前
(1),直行02,東京駅八重洲口※平日朝のみ
(2),市01,豊洲市場
(2),都03,晴海埠頭
(2),都05-1,晴海埠頭
(2),都05-2,東京ビッグサイト
(2),深夜13,有明一丁目
(2),東15,深川車庫前
(3),市01,新橋駅
(3),都03,四谷駅
(3),都05-1,東京駅丸の内南口
(3),都05-2,東京駅丸の内南口
(3),深夜13,東京駅丸の内南口
(3),東15,東京駅八重洲口
(5),都04,東京駅丸の内南口
(6),都04,豊海水産埠頭
(6),門33,豊海水産埠頭
