のりば,系統番号,行先
(1),業10,とうきょうスカイツリー駅前
(1),門21,門前仲町（冬木経由）
(2),業10,新橋
(3),木11甲,新木場循環
(3),門21,東大島駅前
(4),都07,門前仲町（富岡一丁目経由）
(4),東22,東京駅丸の内北口
(5),都07,錦糸町駅前（境川経由）
(5),東22,錦糸町駅前（千田経由）
