のりば,系統番号,行先
(1),渋88,新橋駅前（虎ノ門経由）
(2),渋88,渋谷駅前
(2),橋86,目黒駅前
(2),浜95,東京タワー
(3),橋86,東京タワー
(3),橋86,新橋駅前（御成門経由）
