のりば,系統番号,行先
(1),王40,池袋駅東口
(1),王55,池袋駅東口
(1),草63,池袋駅東口
(1),草64,池袋駅東口
(1),草63-2,東池袋一丁目
(2),王40,西新井駅前
(2),王55,新田一丁目（ハートアイランド東経由）
(2),草64,浅草雷門南（王子駅前経由）
(3),草63,浅草寿町（巣鴨駅前経由）
(3),草63-2,とげぬき地蔵前
