のりば,系統番号,行先
(1),亀26,今井
(2),亀23,江東高齢者医療センター
(2),両28,葛西橋（境川経由） 臨海車庫・第六葛西小学校 ※朝夕のみ運行
(2),亀29,西葛西駅前
(2),亀29,なぎさニュータウン
(3),亀24,葛西橋（大島駅前経由）
(3),草24,東大島駅前
(4),草24,浅草寿町
(4),上26,上野公園
(5),亀21,東陽町駅前
(6),里22,日暮里駅前
(7),門33,豊海水産埠頭
(8),錦11,築地駅前
