のりば,系統番号,行先
(1),海01,東京テレポート駅前
(1),波01,中央防波堤
(1),急行05,錦糸町駅前（土曜・休日のみ運行）
(1),急行06,森下駅前（土曜・休日のみ運行）
(2),海01,門前仲町
(2),波01,東京テレポート駅前
