のりば,系統番号,行先
(1),飯62,都営飯田橋駅
(1),橋63,新橋駅
(2),白61,練馬車庫
(3),白61,新宿駅西口
(4),飯62,小滝橋車庫
(4),橋63,小滝橋車庫
