のりば,系統番号,行先
(1),都03,四谷駅
(1),都04,東京駅丸の内南口
(1),都05-1,東京駅丸の内南口
(1),都05-2,東京駅丸の内南口
(1),深夜13,東京駅丸の内南口
(1),業10,新橋
(2),都03,晴海埠頭
(2),都05-1,晴海埠頭
(2),都04,豊海水産埠頭
(3),業10,とうきょうスカイツリー駅前
(4),都05-2,東京ビッグサイト
(4),深夜13,有明一丁目
