のりば,系統番号,行先
(5),上69,小滝橋車庫前
(10),上01,上野公園山下（循環）
(10),都02,錦糸町駅前
(11),上01,東大構内
(11),都02,大塚駅前（茗荷谷駅前経由）
(11),上26,亀戸駅前
(11),上60,池袋駅東口
(11),上60,大塚駅前（白山二丁目経由）
