のりば,系統番号,行先
(10),東16,東京ビッグサイト
(10),東16,深川車庫前（月島駅前経由）
(11),東15,深川車庫前（晴海トリトンスクエア経由）
(12),東42,南千住車庫前
(12),東42,南千住駅西口
