のりば,系統番号,行先
(4),都01（T01）,新橋駅前（溜池経由）
(4),渋88,新橋駅前（神谷町駅前経由）
(5),都01（T01）,渋谷駅前（青山学院中等部経由）
(5),RH01,渋谷駅前（青山学院中等部経由）
(5),渋88,渋谷駅前（南青山五丁目経由）
