のりば,系統番号,行先
(1),宿74,東京女子医大前（国立国際医療研究センター経由）
(1),早77,早稲田
(1),池86,池袋サンシャインシティ
(2),宿74,新宿駅西口
(2),宿75,新宿駅西口
(2),早77,新宿駅西口
(2),池86,渋谷駅東口
(3),高71,九段下
(3),宿75,東京女子医大（抜弁天経由）、三宅坂
(4),高71,高田馬場駅前
