のりば,系統番号,行先
(1),高71,九段下
(1),宿75,東京女子医大、三宅坂
(2),高71,高田馬場駅
(2),宿75,新宿駅西口（抜弁天経由）
(3),宿74,東京女子医大
(3),早81,渋谷駅東口
(4),宿74,新宿駅西口（国立国際医療センター経由）
(4),早81,早大正門
