のりば,系統番号,行先
(2),早77,新宿駅西口
(2),池86出入,池袋駅東口、渋谷駅東口
(3),飯64,小滝橋車庫前
(3),上69,小滝橋車庫前
(4),上58,上野松坂屋前
(4),飯64,九段下（循環）（飯田橋駅前経由）
(4),上69,上野公園（循環）
