のりば,系統番号,行先
(6),上01,東大構内
(6),上23,平井駅前
(6),草39,金町駅前
(7),上46,南千住駅東口
(7),上46,南千住車庫前
(8),上23,上野松坂屋前
(8),草39,上野松坂屋前
(9),上46,上野松坂屋前
