のりば,系統番号,行先
(1),急行06,日本科学未来館（土・休日のみ運行）
(1),門33,豊海水産埠頭
(2),門33,亀戸駅前
(3),急行06,（降車専用）
(3),錦11,亀戸駅前
(3),錦11,錦糸町駅前
(4),錦11,築地駅前
