のりば,系統番号,行先
(10),FL01,葛西駅前（土・休日のみ運行）
(10),錦11,亀戸駅前
(10),錦25,葛西駅前
(10),錦27,小岩駅前
(11),FL01,錦糸町駅前（土・休日のみ運行）
(11),錦25,錦糸町駅前
(11),錦27,両国駅前
(12),都07,錦糸町駅前
(12),錦18,錦糸町駅前（平日のみ運行）
(12),亀23,亀戸駅前
(12),亀24,亀戸駅前
(12),草24,浅草寿町
(12),両28,両国駅前
(12),亀29,亀戸駅前
(12),急行05,錦糸町駅前（土・休日のみ運行）
(13),亀24,葛西橋（大島駅前経由）
(13),草24,東大島駅前
(14),都07,門前仲町
(14),錦18,新木場駅前 (平日のみ運行）
(14),亀23,江東高齢者医療センター（循環）
(14),両28,葛西橋（境川経由）
(14),両28,臨海車庫・第六葛西小学校前
(14),亀29,なぎさニュータウン
(14),急行05,日本科学未来館（土・休日のみ運行）
(14),直行03,日本科学未来館（土・休日のみ運行）
