のりば,系統番号,行先
(1),臨海28-1,一之江橋西詰、一之江駅前、葛西駅前
(2),西葛20乙,西葛西駅前
(2),西葛20乙,臨海車庫
(2),西葛26,臨海車庫
(3),葛西21,葛西駅前（なぎさニュータウン経由）
(4),西葛26,船堀駅前
