のりば,系統番号,行先
(5),橋86,新橋駅前（神谷町駅前経由）
(6),橋86,目黒駅前
(7),都06,新橋駅前（大門駅前経由）
(7),反94,赤羽橋駅前
(7),反96,六本木ヒルズ
(8),都06,渋谷駅前
(8),反94,五反田駅（高輪台駅前経由）
(8),反96,五反田駅（品川駅高輪口経由）
