のりば,系統番号,行先
(4),反94,赤羽橋駅前
(4),反96,六本木ヒルズ
(4),品97,新宿駅西口
(5),反94,五反田駅（高輪台駅前経由）
(5),反96,五反田駅（品川駅経由）
(5),品97,品川駅高輪口
(6),田87,田町駅前
(7),田87,渋谷駅前
