のりば,系統番号,行先
(1),西葛20甲,なぎさニュータウン
(1),深夜03,コーシャハイム南葛西
(2),西葛20乙,葛西臨海公園駅前（新田住宅経由）
(2),臨海22,臨海車庫
(2),両28,臨海車庫（本数少）
(3),新小21,新小岩駅前
(4),西葛26,葛西臨海公園駅前（清新町二丁目経由）
(4),西葛27,臨海町二丁目団地前、中左近橋
(5),亀29,なぎさニュータウン
(6),臨海22,船堀駅前（宇喜田経由）
(6),西葛26,船堀駅前（行船公園経由）
(6),両28,両国駅前（本数少）
(6),亀29,亀戸駅前
