のりば,系統番号,行先
(1),都02,錦糸町駅前
(1),上69,上野公園（循環）
(2),東43,荒川土手
(2),茶51,駒込駅南口
(3),東43,東京駅丸の内北口
(3),茶51,御茶ノ水駅前・秋葉原駅前
(4),都02,大塚駅前・窪町小学校
(4),上69,小滝橋車庫前
