のりば,系統番号,行先
(1),品98甲,大田市場
(1),品98丙,大田市場（急行）（平日・土曜早朝のみ運行）
(2),品98乙,大井埠頭バンプール
(3),品91,八潮パークタウン（循環）
(3),深夜07,八潮パークタウン（循環）
(5),品96,りんかい線天王洲アイル駅前
(6),田92,田町駅東口（高浜橋経由）
(6),浜95,東京タワー
(7),田99,田町駅東口（五色橋経由）
(8),品99,品川埠頭（循環）
(8),品99折返,東京出入国在留管理局前（平日のみ）
