のりば,系統番号,行先
(1),都02,錦糸町駅前
(1),都02乙,一ツ橋
(1),上60,上野公園（根津駅前経由）
(1),上69,上野公園（循環）（本郷三丁目駅前経由）
(2),都02,大塚駅前（茗荷谷駅前経由）
(2),都02乙,池袋駅東口
(2),上69,小滝橋車庫前
(3),上60,大塚駅前（千石三丁目経由）
(3),上60,池袋駅東口
(4),都02,東京ドームシティ
(4),都02乙,東京ドームシティ
