のりば,系統番号,行先
(1),王41,新田一丁目（新田橋経由）
(1),王45,北千住駅前
(2),王55,新田一丁目（ハートアイランド東経由）
(2),王55折返,ハートアイランド東（循環）
(3),王78,新宿駅西口
(3),深夜02,豊島五丁目団地
(4),王49,千住車庫（北区神谷町経由）
(4),王49折返,足立区役所（北区神谷町経由）
(4),王49折返,足立区役所（ハートアイランド廻り）平日日中のみ運行
(4),深夜11,新田二丁目
(5),,北車庫前
(8),王55,池袋駅東口
(9),草64,浅草雷門南
(10),王57,豊島五丁目団地
(11),王40,宮城循環
(12),王40,西新井駅前
(13),王57,赤羽駅東口
(13),王40,北車庫前
(14),王40,池袋駅東口
(14),草64,池袋駅東口
(14),草64,とげぬき地蔵
