のりば,系統番号,行先
(3),王40,西新井駅
(3),王49,千住車庫
(3),王49折返,足立区役所
(4),王40,池袋駅東口
(4),王49,王子駅（北区神谷町経由）
(4),王49折返,王子駅（北区神谷町経由）
(4),王49折返,王子駅（ハートアイランド廻り）
