のりば,系統番号,行先
(1),新小22,新小岩駅前
(2),新小22,葛西駅前（今井経由）
(2),亀26,今井
(3),新小20,東新小岩四丁目（上一色経由）
(3),葛西22,葛西駅前（雷経由）
(5),亀26,亀戸駅前
(7),臨海28-1,葛西臨海公園駅前
(7),臨海28-2,臨海車庫前
(7),新小29,葛西駅前（環七経由）
(7),新小29-2,東京臨海病院前
(8),臨海28-1,一之江橋西詰
(8),新小29,東新小岩四丁目（菅原橋経由）
(8),新小29-2,東新小岩四丁目
(10),臨海28-1,東小松川車庫（平日11時のみ）
