のりば,系統番号,行先
(13),飯64,九段下（循環）（飯田橋駅前経由）
(13),上69,上野公園（循環）
(14),飯64,小滝橋車庫前
(14),上69,小滝橋車庫前
(14),早77,新宿駅西口
(14),池86出入,池袋駅東口、渋谷駅東口
