のりば,系統番号,行先
(4),都06,新橋駅前（古川橋経由）
(4),品97,品川駅高輪口
(5),都06,渋谷駅前
(5),品97,新宿駅西口
(6),黒77,目黒駅前
(6),橋86,目黒駅前
(7),黒77,千駄ヶ谷駅前
(7),橋86,新橋駅前（愛育病院経由）・東京タワー
