のりば,系統番号,行先
(1),都02,錦糸町駅前
(2),都02,大塚駅前
(3),東42,南千住車庫前（吉野通り経由）
(3),東42,南千住駅西口
(4),東42-1,東京駅八重洲口
(4),東42-2,東神田
