のりば,系統番号,行先
(9),東42,南千住車庫前（吉野通り経由）
(9),東42,南千住駅西口
(9),東42-3,南千住車庫前（石浜通り経由）
(10),東42-1,東京駅八重洲口
(10),東42-2,東神田
(10),東42-3,浅草雷門
(11),都08（T08）,日暮里駅前
(12),都08（T08）,錦糸町駅前
(12),草64,浅草雷門南
(13),草64,池袋駅東口・とげぬき地蔵
