のりば,系統番号,行先
(3),都03,晴海埠頭
(3),都04,豊海水産埠頭
(3),都05-1,晴海埠頭
(3),都05-2,東京ビッグサイト
(3),深夜13,有明一丁目
(4),都03,四谷駅
