のりば,系統番号,行先
(3),上23,平井駅前
(3),門33,亀戸駅前（柳島経由）
(4),都08（T08）,錦糸町駅前
(4),錦40,錦糸町駅前
(4),上26,亀戸駅前（亀戸天神経由）
(5),上23,上野松坂屋前
(5),門33,豊海水産埠頭
(6),都08（T08）,日暮里駅前
(6),上26,上野公園
(6),錦40,南千住駅東口
