のりば,系統番号,行先
(1),茶51,駒込駅南口
(2),茶51,秋葉原駅前
(3),東43,東京駅丸の内北口
(4),東43,荒川土手操車所前
(4),東43,江北駅前
(5),茶07,東大構内
