のりば,系統番号,行先
(3),平23,平井駅前
(3),新小29,東新小岩四丁目
(3),新小29-2,東新小岩四丁目
(4),秋26,秋葉原駅前
(5),新小22,新小岩駅前
(6),葛西24,船堀駅前
(6),臨海28-1,一之江橋西詰・一之江駅前
(6),臨海28-2,一之江駅前
(12),錦25,錦糸町駅前
(12),FL01,錦糸町駅前（土・休日のみ）
