のりば,系統番号,行先
(1),木11甲,若洲キャンプ場前
(2),木11甲,東陽町駅前（新木場循環）
(3),急行05,日本科学未来館（土・休日のみ運行）
(3),直行03,日本科学未来館（土・休日のみ運行）
(3),錦18,錦糸町駅前（平日のみ運行）
(3),錦18,国際展示場駅前（平日日中のみ運行）
(4),木11甲,東陽町駅前
(4),急行05,錦糸町駅前（土・休日のみ運行）
(4),錦18,錦糸町駅前（平日のみ運行）
