のりば,系統番号,行先
(2),急行06,日本科学未来館（土・休日のみ運行）
(2),門33,豊海水産埠頭
(3),都07,錦糸町駅前（境川経由）
(3),東22,錦糸町駅前（江東区役所経由）
(4),急行06,森下駅前（土・休日のみ運行）
(4),門21,東大島駅前
(4),門33,亀戸駅前
(5),海01（KM01）,東京テレポート駅前
(6),門19,深川車庫・東京ビッグサイト
(7),東22,東京駅丸の内北口
