のりば,系統番号,行先
(1),白61,練馬車庫前、練馬駅
(1),宿75,東京女子医大前（抜弁天経由）、三宅坂
(1),宿74,東京女子医大前（国立国際医療研究センター前経由）
(1),品97,品川駅高輪口<休日用>
(2),白61,新宿駅西口
(2),宿74,新宿駅西口
(2),宿75,新宿駅西口
(2),早77,新宿駅西口
(2),品97,新宿駅西口<休日用>
