のりば,系統番号,行先
(2),草24,東大島駅前
(3),上23,平井駅前
(3),草39,金町駅前
(4),草63,池袋駅東口
(5),上23,上野松坂屋前
(5),草39,上野松坂屋前（上野広小路）（平日の日中のみ運行）
(6),草43,足立区役所・千住車庫前（平日のみ運行）
(8),草24,浅草寿町
(8),東42-3,南千住車庫前（石浜通り経由）
★,草64,浅草雷門南
