のりば,系統番号,行先
(1),高71,九段下（市ヶ谷駅経由）
(2),学02,早大正門
(3),飯64,小滝橋車庫
(3),上69,小滝橋車庫
(4),飯64,九段下（循環）（飯田橋駅経由）
(5),上69,上野公園（循環）
