のりば,系統番号,行先
(1),新小21,新小岩駅前
(1),深夜12,新小岩駅前
(1),錦27-2,小岩駅前
(2),西葛26,葛西臨海公園駅前
(2),船28,篠崎駅前
(3),新小21,西葛西駅前
(3),臨海22,臨海車庫
(4),葛西24,なぎさニュータウン
(5),錦25,葛西駅前
(5),FL01,葛西駅前（土・休日のみ運行）
(6),錦25,錦糸町駅前
(6),FL01,錦糸町駅前（土・休日のみ運行）
