のりば,系統番号,行先
(11),都03,四谷駅
(11),都04,東京駅丸の内南口
(11),都05-1,東京駅丸の内南口
(11),都05-2,東京駅丸の内南口
(11),深夜13,東京駅丸の内南口
(11),業10,新橋
(12),都03,晴海埠頭
(12),都05-1,晴海埠頭
(12),都04,豊海水産埠頭
(12),都05-2,東京ビッグサイト
(12),業10,とうきょうスカイツリー駅前
(12),深夜13,有明一丁目
