のりば,系統番号,行先
(5),都08（T08）,錦糸町駅前
(5),上23,平井駅前
(5),門33,亀戸駅前（柳島経由）
(6),都08（T08）,日暮里駅前
(6),上23,上野松坂屋前
(6),門33,豊海水産埠頭
