のりば,系統番号,行先
(1),池65,練馬車庫（江古田二丁目経由）
(2),白61,練馬車庫前（新江古田駅前経由）・練馬駅前
(2),練68,練馬駅（練馬総合病院入口経由）
(4),池65,池袋駅東口
(5),白61,新宿駅西口
