のりば,系統番号,行先
(3),草63,浅草寿町（竜泉経由）
(3),草64,浅草雷門南（日本堤経由）
(4),里22,亀戸駅前
(5),里22,日暮里駅前
(5),草63,池袋駅東口（巣鴨駅前経由）
(5),草64,池袋駅東口（王子駅前経由）
