のりば,系統番号,行先
(1),反96,五反田駅
(2),品93,大井競馬場前
(3),品93,目黒駅前
(5),反96,六本木ヒルズ
(6),品93,品川車庫前
(6),反96,品川車庫前
(7),品97,新宿駅西口
