のりば,系統番号,行先
(3),草24,東大島駅前
(3),亀24,葛西橋
(4),亀24,亀戸駅前
(7),FL01,葛西駅前（土・休日のみ運行）
(8),FL01,錦糸町駅前（土・休日のみ運行）
