のりば,系統番号,行先
(9),新小20,東新小岩四丁目
(9),新小29,東新小岩四丁目
(9),新小29-2,東新小岩四丁目
(10),新小20,一之江駅前
(10),新小29,葛西駅前（同潤会経由）
(10),新小29-2,東京臨海病院前
