 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
29,鋼材,"131,858","1,563,134","22,639","285,706","22,621","282,581","11,242","124,998","9,038","103,214","1,102","13,661","96,875","1,138,769"
30,非鉄金属,"26,938","298,972","8,138","93,886","8,134","93,870","14,080","155,532","14,067","155,500",980,"7,260","3,740","42,294"
31,金属製品,"174,106","1,878,730","34,015","342,822","34,015","342,761","133,764","1,450,578","131,435","1,432,417","3,915","54,556","2,412","30,774"
32,鉄道車両,598,"4,324",389,"1,355",72,"1,038",209,"2,954",209,"2,944",-,15,-,-
33,完成自動車,"1,158,378","14,151,554","10,214","104,643","9,958","103,705","2,749","27,771","2,383","26,187","636,686","7,994,898","508,729","6,024,242"
34,その他輸送用車両,"10,384","135,672",276,"2,790",276,"2,715","8,766","105,178","7,306","94,796",570,"15,472",772,"12,232"
35,二輪自動車,"5,252","63,419",383,"7,335",383,"7,335","4,843","55,238","4,843","55,238",14,498,12,348
36,自動車部品,"249,531","2,651,174","156,373","1,610,295","156,373","1,610,295","87,847","948,809","87,826","948,423","2,001","29,904","3,310","62,166"
37,その他輸送機械,"47,279","606,300","3,697","43,923","3,697","43,921","29,222","349,700","29,222","341,445","5,900","92,292","8,460","120,385"
38,産業機械,"318,704","3,764,129","172,608","1,953,004","172,418","1,943,735","125,943","1,556,435","125,862","1,555,463","15,418","177,097","4,735","77,593"
39,電気機械,"355,446","4,016,224","65,822","743,798","65,804","742,676","285,280","3,212,151","285,149","3,209,745","2,969","43,068","1,375","17,207"
40,測量・光学・医療用機械,"57,224","611,606","21,998","229,158","21,491","220,321","31,402","354,360","30,919","352,975","2,879","14,791",945,"13,297"
41,事務用機器,"23,050","243,687","2,632","34,661","2,632","34,661","11,996","147,297","11,996","147,297","8,307","60,679",115,"1,050"
42,その他機械,"6,629","60,590",966,"11,332",966,"11,332","2,677","26,451","2,677","26,451","1,680","11,030","1,306","11,777"
化学工業品,,"1,269,886","14,318,293","221,460","2,414,432","221,398","2,414,249","283,022","3,670,286","282,999","3,631,286","44,521","521,196","720,883","7,712,379"
43,陶磁器,"12,005","149,666",666,"11,304",666,"11,303","11,304","137,689","11,304","137,689",15,653,20,20
44,セメント,"272,472","2,867,437",73,"3,356",73,"3,356","1,260","13,320","1,260","13,320","2,744","29,612","268,395","2,821,149"
45,ガラス類,"25,960","309,445","8,388","89,267","8,388","89,267","16,195","202,091","16,195","202,086","1,215","16,865",162,"1,222"
46,窯業品,"34,075","433,885","10,764","146,997","10,764","146,981","16,812","224,419","16,812","224,407","3,549","31,128","2,950","31,341"
47,重油,"45,898","503,515",-,-,-,-,-,-,-,-,"21,931","242,732","23,967","260,783"
48,揮発油,66,817,-,-,-,-,-,-,-,-,66,817,-,-
49,その他の石油,"417,364","4,495,860","2,199","22,130","2,199","22,130","1,329","20,620","1,329","20,620","1,612","20,450","412,224","4,432,660"
50,LNG/液化天然ガス,607,"1,144",-,-,-,-,607,"1,124",607,"1,124",-,-,-,20
51,LPG/液化石油ガス,745,"6,886",-,-,-,-,-,-,-,-,745,"6,734",-,152
52,その他石油製品,"6,790","60,259","1,459","16,979","1,459","16,979","1,854","19,578","1,854","19,578","1,068","7,606","2,409","16,096"
53,コークス,551,"73,729",-,-,-,-,551,"45,301",551,"11,569",-,"7,969",-,"20,459"
54,石炭製品,246,"5,464",216,"4,810",216,"4,810",30,619,30,619,-,15,-,20
55,化学薬品,"88,768","1,048,708","30,334","294,194","30,334","294,194","48,632","638,691","48,632","633,518","3,728","47,475","6,074","68,348"
56,化学肥料,"5,271","63,009",315,"2,249",315,"2,249","4,481","52,593","4,481","52,593",200,"3,882",275,"4,285"
57,その他化学工業品,"359,068","4,298,469","167,046","1,823,146","166,984","1,822,980","179,967","2,314,241","179,944","2,314,163","7,648","105,258","4,407","55,824"
軽工業品,,"681,210","8,281,656","55,212","646,465","55,197","646,357","382,106","4,828,353","381,818","4,812,574","76,245","848,309","167,647","1,958,529"
58,紙・パルプ,"226,887","2,660,077","20,527","263,357","20,513","263,254","59,410","718,972","59,149","703,409","28,928","231,237","118,022","1,446,511"
59,糸及び紡績半製品,"4,635","59,419",284,"3,492",284,"3,492","4,321","53,468","4,321","53,468",-,380,30,"2,079"
60,その他繊維工業品,"30,443","381,022","4,252","59,435","4,251","59,430","26,112","319,606","26,112","319,591",10,"1,560",69,421
61,砂糖,"10,816","143,372",65,370,65,370,"3,660","53,243","3,660","53,243","1,366","21,473","5,725","68,286"
62,製造食品,"271,987","3,127,556","25,322","262,856","25,322","262,856","216,282","2,557,398","216,277","2,557,298","17,298","199,336","13,085","107,966"
63,飲料,"84,513","1,205,883","4,015","50,720","4,015","50,720","45,597","704,176","45,575","704,075","20,917","290,385","13,984","160,602"
64,水,"14,867","259,726",721,"5,320",721,"5,320","7,505","172,816","7,505","172,816","5,056","61,403","1,585","20,187"
65,たばこ,"8,667","94,378",15,218,15,218,"7,167","77,560","7,167","77,560",600,"8,785",885,"7,815"
66,その他食料工業品,"28,395","350,223",11,697,11,697,"12,052","171,114","12,052","171,114","2,070","33,750","14,262","144,662"
雑工業品,,"1,008,872","12,074,588","115,684","1,174,803","115,684","1,174,765","852,920","10,456,161","852,906","10,455,679","30,480","358,605","9,788","85,019"
67,がん具,"56,097","699,343","2,448","22,212","2,448","22,212","53,644","676,953","53,644","676,953",5,178,-,-
68,衣服・身廻品・はきもの,"395,460","4,880,364","14,742","158,055","14,742","158,037","377,287","4,704,143","377,287","4,704,135","1,300","13,438","2,131","4,728"
69,文房具・運動娯楽用品・楽器,"69,059","833,249","10,259","126,835","10,259","126,831","56,889","691,561","56,877","691,265",798,"10,958","1,113","3,895"
70,家具装備品,"190,636","2,192,372","10,440","108,807","10,440","108,807","177,558","2,049,698","177,558","2,049,668","1,613","22,288","1,025","11,579"
71,その他日用品,"59,103","783,090","8,755","127,908","8,755","127,908","28,850","417,644","28,850","417,644","18,676","207,895","2,822","29,643"
72,ゴム製品,"75,877","833,413","42,670","354,845","42,670","354,845","31,225","448,486","31,225","448,485","1,325","20,451",657,"9,631"
73,木製品,"107,750","1,204,680","1,285","9,639","1,285","9,623","104,167","1,169,862","104,167","1,169,782","2,222","24,504",76,675
74,その他製造工業品,"54,890","648,077","25,085","266,502","25,085","266,502","23,300","297,814","23,298","297,747","4,541","58,893","1,964","24,868"
特殊品,,"1,032,598","13,168,489","249,274","3,178,705","203,262","2,700,781","181,550","2,274,236","175,177","2,178,257","371,831","5,127,309","229,943","2,588,239"
75,金属くず,"63,202","652,275","51,223","535,710","6,653","71,316","6,332","72,213","6,332","72,041","4,601","24,301","1,046","20,051"
76,再利用資材,"189,869","2,541,568","164,269","2,173,069","164,269","2,173,069","2,361","47,500","2,361","47,500","21,560","301,278","1,679","19,721"
77,動植物性製造飼肥料,"92,820","1,123,232","1,894","23,875","1,894","23,875","84,294","1,028,320","84,294","1,028,320","6,197","66,547",435,"4,490"
78,廃棄物,"1,492","14,400",-,-,-,-,-,-,-,-,290,"4,160","1,202","10,240"
79,廃土砂,"98,015","1,634,652",-,-,-,-,-,-,-,-,"97,999","1,634,249",16,403
80,輸送用容器,"125,761","1,565,950","19,927","209,996","18,485","196,466","83,259","1,049,394","76,886","953,587","6,983","106,211","15,592","200,349"
81,取合せ品,"461,439","5,636,412","11,961","236,055","11,961","236,055","5,304","76,809","5,304","76,809","234,201","2,990,563","209,973","2,332,985"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
