町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,135,84,92,176
両国二丁目,141,93,98,191
両国三丁目,65,45,52,97
両国四丁目,144,97,85,182
千歳一丁目,36,20,29,49
千歳二丁目,37,26,24,50
千歳三丁目,48,38,47,85
緑一丁目,120,64,93,157
緑二丁目,92,60,81,141
緑三丁目,126,95,106,201
緑四丁目,248,160,210,370
立川一丁目,39,21,25,46
立川二丁目,36,29,18,47
立川三丁目,29,27,23,50
立川四丁目,54,36,44,80
菊川一丁目,46,27,38,65
菊川二丁目,52,33,45,78
菊川三丁目,98,75,75,150
江東橋一丁目,125,81,141,222
江東橋二丁目,180,122,179,301
江東橋三丁目,117,78,92,170
江東橋四丁目,330,211,346,557
江東橋五丁目,69,45,78,123
横網一丁目,14,15,7,22
横網二丁目,48,32,31,63
亀沢一丁目,48,37,43,80
亀沢二丁目,64,39,58,97
亀沢三丁目,51,44,48,92
亀沢四丁目,93,61,100,161
石原一丁目,80,55,70,125
石原二丁目,58,43,44,87
石原三丁目,66,58,42,100
石原四丁目,72,54,71,125
本所一丁目,50,35,59,94
本所二丁目,17,17,21,38
本所三丁目,66,29,56,85
本所四丁目,47,31,53,84
東駒形一丁目,43,29,31,60
東駒形二丁目,32,31,17,48
東駒形三丁目,34,20,27,47
東駒形四丁目,30,29,35,64
吾妻橋一丁目,71,65,58,123
吾妻橋二丁目,26,16,28,44
吾妻橋三丁目,24,18,33,51
錦糸一丁目,137,83,145,228
錦糸二丁目,89,66,85,151
錦糸三丁目,77,45,80,125
錦糸四丁目,115,81,123,204
太平一丁目,195,143,171,314
太平二丁目,103,68,94,162
太平三丁目,87,62,82,144
太平四丁目,166,134,199,333
横川一丁目,31,36,35,71
横川二丁目,37,31,26,57
横川三丁目,42,38,43,81
横川四丁目,73,41,58,99
横川五丁目,53,66,112,178
業平一丁目,45,42,36,78
業平二丁目,22,25,17,42
業平三丁目,18,13,17,30
業平四丁目,47,35,60,95
業平五丁目,58,42,37,79
向島一丁目,51,44,36,80
向島二丁目,44,33,34,67
向島三丁目,87,49,78,127
向島四丁目,37,38,33,71
向島五丁目,67,66,62,128
東向島一丁目,46,36,46,82
東向島二丁目,51,45,70,115
東向島三丁目,67,43,67,110
東向島四丁目,54,37,68,105
東向島五丁目,40,37,52,89
東向島六丁目,49,42,59,101
堤通一丁目,37,41,38,79
堤通二丁目,69,91,150,241
墨田一丁目,67,51,93,144
墨田二丁目,43,44,53,97
墨田三丁目,67,47,70,117
墨田四丁目,57,48,57,105
墨田五丁目,34,26,41,67
押上一丁目,37,38,31,69
押上二丁目,56,42,47,89
押上三丁目,67,58,86,144
京島一丁目,68,67,105,172
京島二丁目,19,18,15,33
京島三丁目,44,36,52,88
文花一丁目,74,89,155,244
文花二丁目,66,40,69,109
文花三丁目,23,26,26,52
八広一丁目,42,43,44,87
八広二丁目,50,54,51,105
八広三丁目,40,44,52,96
八広四丁目,51,42,72,114
八広五丁目,40,37,47,84
八広六丁目,49,44,66,110
立花一丁目,415,375,385,760
立花二丁目,70,55,47,102
立花三丁目,100,71,117,188
立花四丁目,64,66,107,173
立花五丁目,93,106,101,207
立花六丁目,67,49,67,116
東墨田一丁目,16,15,3,18
東墨田二丁目,39,45,32,77
東墨田三丁目,22,16,22,38
