町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,117,77,78,155
両国二丁目,113,70,94,164
両国三丁目,54,36,44,80
両国四丁目,102,73,69,142
千歳一丁目,36,21,30,51
千歳二丁目,33,22,27,49
千歳三丁目,61,45,45,90
緑一丁目,120,83,76,159
緑二丁目,81,62,67,129
緑三丁目,95,73,94,167
緑四丁目,240,164,179,343
立川一丁目,23,10,20,30
立川二丁目,34,30,12,42
立川三丁目,28,25,22,47
立川四丁目,60,43,38,81
菊川一丁目,45,27,35,62
菊川二丁目,36,23,36,59
菊川三丁目,83,66,66,132
江東橋一丁目,136,81,150,231
江東橋二丁目,170,108,160,268
江東橋三丁目,123,77,92,169
江東橋四丁目,314,196,309,505
江東橋五丁目,76,63,81,144
横網一丁目,6,5,4,9
横網二丁目,35,26,23,49
亀沢一丁目,43,32,39,71
亀沢二丁目,42,28,47,75
亀沢三丁目,51,39,51,90
亀沢四丁目,88,53,99,152
石原一丁目,100,67,69,136
石原二丁目,52,39,42,81
石原三丁目,56,46,37,83
石原四丁目,88,65,87,152
本所一丁目,48,34,52,86
本所二丁目,17,15,23,38
本所三丁目,50,23,46,69
本所四丁目,53,31,57,88
東駒形一丁目,39,26,28,54
東駒形二丁目,34,25,18,43
東駒形三丁目,25,14,21,35
東駒形四丁目,33,28,37,65
吾妻橋一丁目,59,58,49,107
吾妻橋二丁目,26,15,24,39
吾妻橋三丁目,19,21,22,43
錦糸一丁目,141,82,124,206
錦糸二丁目,73,54,80,134
錦糸三丁目,58,36,57,93
錦糸四丁目,92,78,98,176
太平一丁目,164,121,147,268
太平二丁目,73,54,64,118
太平三丁目,81,53,81,134
太平四丁目,150,133,185,318
横川一丁目,31,30,33,63
横川二丁目,42,35,31,66
横川三丁目,38,28,43,71
横川四丁目,62,39,44,83
横川五丁目,50,69,115,184
業平一丁目,44,35,37,72
業平二丁目,17,21,17,38
業平三丁目,22,15,18,33
業平四丁目,41,34,49,83
業平五丁目,39,29,30,59
向島一丁目,47,41,36,77
向島二丁目,42,34,34,68
向島三丁目,98,65,77,142
向島四丁目,31,31,30,61
向島五丁目,66,57,64,121
東向島一丁目,49,43,46,89
東向島二丁目,42,40,62,102
東向島三丁目,62,50,60,110
東向島四丁目,52,41,61,102
東向島五丁目,50,41,58,99
東向島六丁目,57,44,61,105
堤通一丁目,42,47,39,86
堤通二丁目,76,89,148,237
墨田一丁目,58,46,88,134
墨田二丁目,44,45,55,100
墨田三丁目,52,49,65,114
墨田四丁目,48,43,54,97
墨田五丁目,32,22,42,64
押上一丁目,28,28,28,56
押上二丁目,40,27,42,69
押上三丁目,58,52,82,134
京島一丁目,67,67,92,159
京島二丁目,28,28,17,45
京島三丁目,33,31,46,77
文花一丁目,78,91,153,244
文花二丁目,69,44,76,120
文花三丁目,17,22,24,46
八広一丁目,41,37,46,83
八広二丁目,49,53,49,102
八広三丁目,37,37,49,86
八広四丁目,61,43,77,120
八広五丁目,40,45,42,87
八広六丁目,47,45,64,109
立花一丁目,439,356,404,760
立花二丁目,49,41,39,80
立花三丁目,86,70,96,166
立花四丁目,70,74,101,175
立花五丁目,113,125,103,228
立花六丁目,71,49,72,121
東墨田一丁目,19,17,4,21
東墨田二丁目,39,40,33,73
東墨田三丁目,25,25,20,45
